[bonsai2-run +0.002s] staging Ternary-Bonsai-2-27B-PQ2_0.gguf Qwen3.8-27B-DFlash2-r3-Q4_K_M.gguf -> /dev/shm/models (8 streams/file)
[bonsai2-run +3.036s] staged 7.8G
[bonsai2-run +3.037s] exec llama-server -m /dev/shm/models/Ternary-Bonsai-2-27B-PQ2_0.gguf -ngl 999 -fa on -c 8192 -np 1 --host 0.0.0.0 --port 8080 --no-warmup --metrics --jinja -md /dev/shm/models/Qwen3.8-27B-DFlash2-r3-Q4_K_M.gguf --spec-type draft-dflash --spec-draft-n-max 3 -ngld 999
0.00.126.521 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.126.866 W srv  llama_server: -----------------
0.00.126.871 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.126.871 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.126.871 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.126.871 W srv  llama_server: -----------------
0.00.128.150 I srv    load_model: loading model '/dev/shm/models/Ternary-Bonsai-2-27B-PQ2_0.gguf'
0.01.058.077 E llama_init_from_model: failed to initialize the context: dflash requires ctx_other to be set (this warning is normal during memory fitting)
0.01.103.951 W operator(): failed to measure the memory of the extra model, fitting without it: failed to create llama_context from model
0.02.810.587 I cmn          init: llama threadpool init, n_threads = 24
0.02.810.624 I common_speculative_init_result: loading draft model '/dev/shm/models/Qwen3.8-27B-DFlash2-r3-Q4_K_M.gguf'
0.03.546.839 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 8192, kv_unified = 'false'
0.03.546.855 I common_speculative_impl_draft_dflash: adding speculative implementation 'draft-dflash'
0.03.546.857 I common_speculative_impl_draft_dflash: - n_max=3, n_min=0, p_min=0.00
0.03.546.858 I common_speculative_impl_draft_dflash: - block_size=8, mask_token_id=248070, n_extract=5, sample_from_anchor=true, lineage=dflash
0.03.599.603 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.03.599.618 I srv  llama_server: model loaded
0.03.599.621 I srv  llama_server: listening on http://0.0.0.0:8080
0.03.599.621 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.03.599.621 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
0.04.145.883 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
23.21.488.937 I slot print_timing: id  0 | task 20806 | n_gen =    363, tg =  60.16 t/s, tg_3s =  61.74 t/s
23.22.847.056 I slot print_timing: id  0 | task 20806 | prompt eval time =     340.82 ms /   136 tokens (    2.51 ms per token,   399.04 tokens per second)
23.22.847.063 I slot print_timing: id  0 | task 20806 |        eval time =    7374.91 ms /   441 tokens (   16.76 ms per token,    59.66 tokens per second)
23.22.847.064 I slot print_timing: id  0 | task 20806 |       total time =    7715.73 ms /   577 tokens
23.22.847.064 I slot print_timing: id  0 | task 20806 |    graphs reused =      19299
23.22.847.067 I slot print_timing: id  0 | task 20806 | draft acceptance = 0.88889 (  320 accepted /   360 generated), mean len =  3.67
23.22.847.104 I slot      release: id  0 | task 20806 | stop processing: n_tokens = 576, truncated = 0
23.22.849.928 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4103450323
23.22.850.027 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 326.772 MiB)
23.23.046.592 I slot launch_slot_: id  0 | task 20929 | processing task, is_child = 0
23.26.297.317 I slot print_timing: id  0 | task 20929 | n_gen =    177, tg =  58.55 t/s, tg_3s =  58.88 t/s
23.26.425.124 I slot print_timing: id  0 | task 20929 | prompt eval time =     244.82 ms /    74 tokens (    3.31 ms per token,   302.26 tokens per second)
23.26.425.131 I slot print_timing: id  0 | task 20929 |        eval time =    3133.67 ms /   182 tokens (   17.31 ms per token,    57.76 tokens per second)
23.26.425.132 I slot print_timing: id  0 | task 20929 |       total time =    3378.50 ms /   256 tokens
23.26.425.133 I slot print_timing: id  0 | task 20929 |    graphs reused =      19348
23.26.425.136 I slot print_timing: id  0 | task 20929 | draft acceptance = 0.85621 (  131 accepted /   153 generated), mean len =  3.57
23.26.425.169 I slot      release: id  0 | task 20929 | stop processing: n_tokens = 256, truncated = 0
23.26.427.744 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4107028389
23.26.427.820 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 339.430 MiB)
23.26.618.359 I slot launch_slot_: id  0 | task 20983 | processing task, is_child = 0
23.29.881.646 I slot print_timing: id  0 | task 20983 | n_gen =    175, tg =  57.98 t/s, tg_3s =  58.31 t/s
23.32.906.717 I slot print_timing: id  0 | task 20983 | n_gen =    351, tg =  58.08 t/s, tg_3s =  58.18 t/s
23.35.944.294 I slot print_timing: id  0 | task 20983 | n_gen =    517, tg =  56.93 t/s, tg_3s =  54.65 t/s
23.38.984.302 I slot print_timing: id  0 | task 20983 | n_gen =    645, tg =  53.21 t/s, tg_3s =  42.11 t/s
23.41.986.688 I slot print_timing: id  0 | task 20983 | n_gen =    773, tg =  51.10 t/s, tg_3s =  42.63 t/s
23.45.033.970 I slot print_timing: id  0 | task 20983 | n_gen =    925, tg =  50.90 t/s, tg_3s =  49.88 t/s
23.47.321.904 I slot print_timing: id  0 | task 20983 | prompt eval time =     261.98 ms /    91 tokens (    2.88 ms per token,   347.36 tokens per second)
23.47.321.911 I slot print_timing: id  0 | task 20983 |        eval time =   20441.55 ms /  1024 tokens (   19.98 ms per token,    50.05 tokens per second)
23.47.321.912 I slot print_timing: id  0 | task 20983 |       total time =   20703.53 ms /  1115 tokens
23.47.321.912 I slot print_timing: id  0 | task 20983 |    graphs reused =      19672
23.47.321.916 I slot print_timing: id  0 | task 20983 | draft acceptance = 0.70213 (  693 accepted /   987 generated), mean len =  3.11
23.47.321.949 I slot      release: id  0 | task 20983 | stop processing: n_tokens = 1114, truncated = 0
23.47.324.739 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4127925168
23.47.324.898 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 328.363 MiB)
23.47.546.667 I slot launch_slot_: id  0 | task 21316 | processing task, is_child = 0
23.50.847.648 I slot print_timing: id  0 | task 21316 | n_gen =    178, tg =  58.68 t/s, tg_3s =  59.01 t/s
23.53.860.804 I slot print_timing: id  0 | task 21316 | n_gen =    365, tg =  60.37 t/s, tg_3s =  62.06 t/s
23.54.918.965 I slot print_timing: id  0 | task 21316 | prompt eval time =     284.49 ms /   116 tokens (    2.45 ms per token,   407.75 tokens per second)
23.54.918.973 I slot print_timing: id  0 | task 21316 |        eval time =    7087.77 ms /   425 tokens (   16.72 ms per token,    59.82 tokens per second)
23.54.918.973 I slot print_timing: id  0 | task 21316 |       total time =    7372.26 ms /   541 tokens
23.54.918.974 I slot print_timing: id  0 | task 21316 |    graphs reused =      19784
23.54.918.977 I slot print_timing: id  0 | task 21316 | draft acceptance = 0.89855 (  310 accepted /   345 generated), mean len =  3.70
23.54.919.011 I slot      release: id  0 | task 21316 | stop processing: n_tokens = 541, truncated = 0
23.54.921.607 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4135522231
23.54.921.698 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 326.476 MiB)
23.55.118.157 I slot launch_slot_: id  0 | task 21434 | processing task, is_child = 0
23.58.429.158 I slot print_timing: id  0 | task 21434 | n_gen =    175, tg =  57.08 t/s, tg_3s =  57.40 t/s
23.59.468.472 I slot print_timing: id  0 | task 21434 | prompt eval time =     262.47 ms /    92 tokens (    2.85 ms per token,   350.52 tokens per second)
23.59.468.478 I slot print_timing: id  0 | task 21434 |        eval time =    4087.82 ms /   238 tokens (   17.25 ms per token,    57.98 tokens per second)
23.59.468.479 I slot print_timing: id  0 | task 21434 |       total time =    4350.28 ms /   330 tokens
23.59.468.480 I slot print_timing: id  0 | task 21434 |    graphs reused =      19849
23.59.468.483 I slot print_timing: id  0 | task 21434 | draft acceptance = 0.85075 (  171 accepted /   201 generated), mean len =  3.55
23.59.468.517 I slot      release: id  0 | task 21434 | stop processing: n_tokens = 330, truncated = 0
23.59.471.075 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4140071737
23.59.471.136 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 341.099 MiB)
23.59.660.198 I slot launch_slot_: id  0 | task 21504 | processing task, is_child = 0
24.02.919.854 I slot print_timing: id  0 | task 21504 | n_gen =    181, tg =  59.99 t/s, tg_3s =  60.33 t/s
24.03.472.284 I slot print_timing: id  0 | task 21504 | prompt eval time =     259.29 ms /    86 tokens (    3.01 ms per token,   331.68 tokens per second)
24.03.472.291 I slot print_timing: id  0 | task 21504 |        eval time =    3552.76 ms /   214 tokens (   16.68 ms per token,    59.95 tokens per second)
24.03.472.292 I slot print_timing: id  0 | task 21504 |       total time =    3812.05 ms /   300 tokens
24.03.472.292 I slot print_timing: id  0 | task 21504 |    graphs reused =      19905
24.03.472.295 I slot print_timing: id  0 | task 21504 | draft acceptance = 0.89080 (  155 accepted /   174 generated), mean len =  3.67
24.03.472.329 I slot      release: id  0 | task 21504 | stop processing: n_tokens = 299, truncated = 0
24.03.475.099 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4144075549
24.03.475.168 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 392.831 MiB)
24.03.667.278 I slot launch_slot_: id  0 | task 21565 | processing task, is_child = 0
24.06.989.301 I slot print_timing: id  0 | task 21565 | n_gen =    188, tg =  61.09 t/s, tg_3s =  61.41 t/s
24.08.571.161 I slot print_timing: id  0 | task 21565 | prompt eval time =     260.82 ms /    90 tokens (    2.90 ms per token,   345.06 tokens per second)
24.08.571.167 I slot print_timing: id  0 | task 21565 |        eval time =    4643.02 ms /   278 tokens (   16.76 ms per token,    59.66 tokens per second)
24.08.571.168 I slot print_timing: id  0 | task 21565 |       total time =    4903.85 ms /   368 tokens
24.08.571.169 I slot print_timing: id  0 | task 21565 |    graphs reused =      19979
24.08.571.172 I slot print_timing: id  0 | task 21565 | draft acceptance = 0.88596 (  202 accepted /   228 generated), mean len =  3.66
24.08.571.207 I slot      release: id  0 | task 21565 | stop processing: n_tokens = 368, truncated = 0
24.08.573.885 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4149174427
24.08.573.948 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 351.669 MiB)
24.08.771.392 I slot launch_slot_: id  0 | task 21644 | processing task, is_child = 0
24.12.104.750 I slot print_timing: id  0 | task 21644 | n_gen =    185, tg =  60.30 t/s, tg_3s =  60.63 t/s
24.13.449.386 I slot print_timing: id  0 | task 21644 | prompt eval time =     282.12 ms /   115 tokens (    2.45 ms per token,   407.63 tokens per second)
24.13.449.394 I slot print_timing: id  0 | task 21644 |        eval time =    4395.84 ms /   271 tokens (   16.28 ms per token,    61.42 tokens per second)
24.13.449.395 I slot print_timing: id  0 | task 21644 |       total time =    4677.96 ms /   386 tokens
24.13.449.395 I slot print_timing: id  0 | task 21644 |    graphs reused =      20049
24.13.449.398 I slot print_timing: id  0 | task 21644 | draft acceptance = 0.91667 (  198 accepted /   216 generated), mean len =  3.75
24.13.449.433 I slot      release: id  0 | task 21644 | stop processing: n_tokens = 385, truncated = 0
24.13.452.199 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4154052653
24.13.452.288 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 344.308 MiB)
24.13.643.121 I slot launch_slot_: id  0 | task 21719 | processing task, is_child = 0
24.17.033.590 I slot print_timing: id  0 | task 21719 | n_gen =    176, tg =  57.47 t/s, tg_3s =  57.80 t/s
24.20.082.275 I slot print_timing: id  0 | task 21719 | n_gen =    351, tg =  57.43 t/s, tg_3s =  57.40 t/s
24.22.721.857 I slot print_timing: id  0 | task 21719 | prompt eval time =     345.21 ms /   146 tokens (    2.36 ms per token,   422.93 tokens per second)
24.22.721.864 I slot print_timing: id  0 | task 21719 |        eval time =    8733.47 ms /   506 tokens (   17.29 ms per token,    57.82 tokens per second)
24.22.721.864 I slot print_timing: id  0 | task 21719 |       total time =    9078.68 ms /   652 tokens
24.22.721.865 I slot print_timing: id  0 | task 21719 |    graphs reused =      20189
24.22.721.869 I slot print_timing: id  0 | task 21719 | draft acceptance = 0.84382 (  362 accepted /   429 generated), mean len =  3.53
24.22.721.907 I slot      release: id  0 | task 21719 | stop processing: n_tokens = 651, truncated = 0
24.22.724.500 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4163325127
24.22.724.588 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 330.818 MiB)
24.22.929.094 I slot launch_slot_: id  0 | task 21865 | processing task, is_child = 0
24.26.229.536 I slot print_timing: id  0 | task 21865 | n_gen =    180, tg =  58.63 t/s, tg_3s =  58.96 t/s
24.27.459.009 I slot print_timing: id  0 | task 21865 | prompt eval time =     247.46 ms /    76 tokens (    3.26 ms per token,   307.12 tokens per second)
24.27.459.016 I slot print_timing: id  0 | task 21865 |        eval time =    4282.42 ms /   255 tokens (   16.86 ms per token,    59.31 tokens per second)
24.27.459.017 I slot print_timing: id  0 | task 21865 |       total time =    4529.88 ms /   331 tokens
24.27.459.017 I slot print_timing: id  0 | task 21865 |    graphs reused =      20257
24.27.459.020 I slot print_timing: id  0 | task 21865 | draft acceptance = 0.87619 (  184 accepted /   210 generated), mean len =  3.63
24.27.459.053 I slot      release: id  0 | task 21865 | stop processing: n_tokens = 330, truncated = 0
24.27.461.735 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4168062272
24.27.461.815 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 341.185 MiB)
24.27.651.951 I slot launch_slot_: id  0 | task 21938 | processing task, is_child = 0
24.30.957.960 I slot print_timing: id  0 | task 21938 | n_gen =    182, tg =  59.16 t/s, tg_3s =  59.49 t/s
24.31.204.281 I slot print_timing: id  0 | task 21938 | prompt eval time =     246.66 ms /    77 tokens (    3.20 ms per token,   312.18 tokens per second)
24.31.204.288 I slot print_timing: id  0 | task 21938 |        eval time =    3305.63 ms /   195 tokens (   17.04 ms per token,    58.69 tokens per second)
24.31.204.288 I slot print_timing: id  0 | task 21938 |       total time =    3552.29 ms /   272 tokens
24.31.204.289 I slot print_timing: id  0 | task 21938 |    graphs reused =      20309
24.31.204.292 I slot print_timing: id  0 | task 21938 | draft acceptance = 0.87037 (  141 accepted /   162 generated), mean len =  3.61
24.31.204.325 I slot      release: id  0 | task 21938 | stop processing: n_tokens = 272, truncated = 0
24.31.207.212 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4171807544
24.31.207.267 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 325.623 MiB)
24.31.391.647 I slot launch_slot_: id  0 | task 21995 | processing task, is_child = 0
24.34.674.760 I slot print_timing: id  0 | task 21995 | n_gen =    173, tg =  57.24 t/s, tg_3s =  57.57 t/s
24.37.680.404 I slot print_timing: id  0 | task 21995 | n_gen =    359, tg =  59.56 t/s, tg_3s =  61.88 t/s
24.40.270.363 I slot print_timing: id  0 | task 21995 | prompt eval time =     278.19 ms /   103 tokens (    2.70 ms per token,   370.25 tokens per second)
24.40.270.370 I slot print_timing: id  0 | task 21995 |        eval time =    8600.49 ms /   515 tokens (   16.73 ms per token,    59.76 tokens per second)
24.40.270.370 I slot print_timing: id  0 | task 21995 |       total time =    8878.68 ms /   618 tokens
24.40.270.371 I slot print_timing: id  0 | task 21995 |    graphs reused =      20446
24.40.270.374 I slot print_timing: id  0 | task 21995 | draft acceptance = 0.89286 (  375 accepted /   420 generated), mean len =  3.68
24.40.270.408 I slot      release: id  0 | task 21995 | stop processing: n_tokens = 618, truncated = 0
24.40.273.047 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4180873628
24.40.273.146 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 338.136 MiB)
24.40.471.242 I slot launch_slot_: id  0 | task 22138 | processing task, is_child = 0
24.43.724.442 I slot print_timing: id  0 | task 22138 | n_gen =    185, tg =  61.08 t/s, tg_3s =  61.41 t/s
24.44.462.265 I slot print_timing: id  0 | task 22138 | prompt eval time =     240.81 ms /    84 tokens (    2.87 ms per token,   348.82 tokens per second)
24.44.462.272 I slot print_timing: id  0 | task 22138 |        eval time =    3750.18 ms /   230 tokens (   16.38 ms per token,    61.06 tokens per second)
24.44.462.272 I slot print_timing: id  0 | task 22138 |       total time =    3990.99 ms /   314 tokens
24.44.462.273 I slot print_timing: id  0 | task 22138 |    graphs reused =      20505
24.44.462.276 I slot print_timing: id  0 | task 22138 | draft acceptance = 0.92350 (  169 accepted /   183 generated), mean len =  3.77
24.44.462.309 I slot      release: id  0 | task 22138 | stop processing: n_tokens = 314, truncated = 0
24.44.465.081 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4185065528
24.44.465.140 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 323.579 MiB)
24.44.656.415 I slot launch_slot_: id  0 | task 22202 | processing task, is_child = 0
24.47.942.687 I slot print_timing: id  0 | task 22202 | n_gen =    180, tg =  59.53 t/s, tg_3s =  59.87 t/s
24.49.665.012 I slot print_timing: id  0 | task 22202 | prompt eval time =     279.56 ms /   110 tokens (    2.54 ms per token,   393.47 tokens per second)
24.49.665.019 I slot print_timing: id  0 | task 22202 |        eval time =    4729.00 ms /   277 tokens (   17.13 ms per token,    58.36 tokens per second)
24.49.665.020 I slot print_timing: id  0 | task 22202 |       total time =    5008.56 ms /   387 tokens
24.49.665.020 I slot print_timing: id  0 | task 22202 |    graphs reused =      20580
24.49.665.024 I slot print_timing: id  0 | task 22202 | draft acceptance = 0.86580 (  200 accepted /   231 generated), mean len =  3.60
24.49.665.060 I slot      release: id  0 | task 22202 | stop processing: n_tokens = 387, truncated = 0
24.49.667.799 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4190268280
24.49.667.882 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 346.365 MiB)
24.49.857.529 I slot launch_slot_: id  0 | task 22282 | processing task, is_child = 0
24.53.140.242 I slot print_timing: id  0 | task 22282 | n_gen =    174, tg =  57.59 t/s, tg_3s =  57.93 t/s
24.55.113.188 I slot print_timing: id  0 | task 22282 | prompt eval time =     278.83 ms /   103 tokens (    2.71 ms per token,   369.40 tokens per second)
24.55.113.195 I slot print_timing: id  0 | task 22282 |        eval time =    4976.80 ms /   296 tokens (   16.87 ms per token,    59.28 tokens per second)
24.55.113.196 I slot print_timing: id  0 | task 22282 |       total time =    5255.62 ms /   399 tokens
24.55.113.196 I slot print_timing: id  0 | task 22282 |    graphs reused =      20659
24.55.113.200 I slot print_timing: id  0 | task 22282 | draft acceptance = 0.88477 (  215 accepted /   243 generated), mean len =  3.65
